day;month;year;countriesAndTerritories;cases;deaths
27;3;2020;Fiji;0;0
26;3;2020;Fiji;0;0
25;3;2020;Fiji;1;0
24;3;2020;Fiji;1;0
23;3;2020;Fiji;1;0
22;3;2020;Fiji;1;0
21;3;2020;Fiji;0;0
20;3;2020;Fiji;1;0
9;4;2020;Finland;179;6
8;4;2020;Finland;132;7
7;4;2020;Finland;249;0
6;4;2020;Finland;45;2
5;4;2020;Finland;267;5
4;4;2020;Finland;97;1
3;4;2020;Finland;72;2
2;4;2020;Finland;62;0
1;4;2020;Finland;71;4
31;3;2020;Finland;95;2
30;3;2020;Finland;0;2
29;3;2020;Finland;193;2
28;3;2020;Finland;67;3
27;3;2020;Finland;78;1
26;3;2020;Finland;88;2
25;3;2020;Finland;92;0
24;3;2020;Finland;74;0
23;3;2020;Finland;105;0
22;3;2020;Finland;71;1
21;3;2020;Finland;50;0
20;3;2020;Finland;31;0
19;3;2020;Finland;50;0
18;3;2020;Finland;47;0
17;3;2020;Finland;5;0
16;3;2020;Finland;57;0
15;3;2020;Finland;55;0
13;3;2020;Finland;96;0
12;3;2020;Finland;19;0
10;3;2020;Finland;10;0
9;3;2020;Finland;11;0
7;3;2020;Finland;7;0
6;3;2020;Finland;5;0
4;3;2020;Finland;1;0
2;3;2020;Finland;3;0
1;3;2020;Finland;0;0
29;2;2020;Finland;1;0
28;2;2020;Finland;0;0
27;2;2020;Finland;1;0
26;2;2020;Finland;0;0
25;2;2020;Finland;0;0
24;2;2020;Finland;0;0
23;2;2020;Finland;0;0
22;2;2020;Finland;0;0
21;2;2020;Finland;0;0
20;2;2020;Finland;0;0
19;2;2020;Finland;0;0
18;2;2020;Finland;0;0
17;2;2020;Finland;0;0
16;2;2020;Finland;0;0
15;2;2020;Finland;0;0
14;2;2020;Finland;0;0
13;2;2020;Finland;0;0
12;2;2020;Finland;0;0
11;2;2020;Finland;0;0
10;2;2020;Finland;0;0
9;2;2020;Finland;0;0
8;2;2020;Finland;0;0
7;2;2020;Finland;0;0
6;2;2020;Finland;0;0
5;2;2020;Finland;0;0
4;2;2020;Finland;0;0
3;2;2020;Finland;0;0
2;2;2020;Finland;0;0
1;2;2020;Finland;0;0
31;1;2020;Finland;0;0
30;1;2020;Finland;1;0
29;1;2020;Finland;0;0
28;1;2020;Finland;0;0
27;1;2020;Finland;0;0
26;1;2020;Finland;0;0
25;1;2020;Finland;0;0
24;1;2020;Finland;0;0
23;1;2020;Finland;0;0
22;1;2020;Finland;0;0
21;1;2020;Finland;0;0
20;1;2020;Finland;0;0
19;1;2020;Finland;0;0
18;1;2020;Finland;0;0
17;1;2020;Finland;0;0
16;1;2020;Finland;0;0
15;1;2020;Finland;0;0
14;1;2020;Finland;0;0
13;1;2020;Finland;0;0
12;1;2020;Finland;0;0
11;1;2020;Finland;0;0
10;1;2020;Finland;0;0
9;1;2020;Finland;0;0
8;1;2020;Finland;0;0
7;1;2020;Finland;0;0
6;1;2020;Finland;0;0
5;1;2020;Finland;0;0
4;1;2020;Finland;0;0
3;1;2020;Finland;0;0
2;1;2020;Finland;0;0
1;1;2020;Finland;0;0
31;12;2019;Finland;0;0
9;4;2020;France;3881;541
8;4;2020;France;3777;1417
7;4;2020;France;3912;833
6;4;2020;France;1873;518
5;4;2020;France;4267;1053
4;4;2020;France;5233;2004
3;4;2020;France;2116;471
2;4;2020;France;4861;509
1;4;2020;France;7578;499
31;3;2020;France;4376;418
30;3;2020;France;2599;292
29;3;2020;France;4611;319
28;3;2020;France;3809;299
27;3;2020;France;3922;365
26;3;2020;France;2931;231
25;3;2020;France;2446;240
24;3;2020;France;3838;186
23;3;2020;France;1559;112
22;3;2020;France;1847;112
21;3;2020;France;1617;78
20;3;2020;France;1861;128
19;3;2020;France;1404;69
18;3;2020;France;1097;27
17;3;2020;France;1210;21
16;3;2020;France;924;36
15;3;2020;France;838;12
14;3;2020;France;785;18
13;3;2020;France;595;13
12;3;2020;France;497;15
11;3;2020;France;372;3
10;3;2020;France;286;11
9;3;2020;France;410;9
8;3;2020;France;103;1
7;3;2020;France;190;2
6;3;2020;France;138;3
5;3;2020;France;73;0
4;3;2020;France;34;1
3;3;2020;France;48;1
2;3;2020;France;30;0
1;3;2020;France;43;0
29;2;2020;France;19;0
28;2;2020;France;21;0
27;2;2020;France;3;1
26;2;2020;France;2;0
25;2;2020;France;0;0
24;2;2020;France;0;0
23;2;2020;France;0;0
22;2;2020;France;0;0
21;2;2020;France;0;0
20;2;2020;France;0;0
19;2;2020;France;0;0
18;2;2020;France;0;0
17;2;2020;France;1;0
16;2;2020;France;0;0
15;2;2020;France;0;1
14;2;2020;France;0;0
13;2;2020;France;0;0
12;2;2020;France;0;0
11;2;2020;France;0;0
10;2;2020;France;0;0
9;2;2020;France;0;0
8;2;2020;France;5;0
7;2;2020;France;0;0
6;2;2020;France;0;0
5;2;2020;France;0;0
4;2;2020;France;0;0
3;2;2020;France;0;0
2;2;2020;France;0;0
1;2;2020;France;0;0
31;1;2020;France;1;0
30;1;2020;France;1;0
29;1;2020;France;1;0
28;1;2020;France;0;0
27;1;2020;France;0;0
26;1;2020;France;0;0
25;1;2020;France;3;0
24;1;2020;France;0;0
23;1;2020;France;0;0
22;1;2020;France;0;0
21;1;2020;France;0;0
20;1;2020;France;0;0
19;1;2020;France;0;0
18;1;2020;France;0;0
17;1;2020;France;0;0
16;1;2020;France;0;0
15;1;2020;France;0;0
14;1;2020;France;0;0
13;1;2020;France;0;0
12;1;2020;France;0;0
11;1;2020;France;0;0
10;1;2020;France;0;0
9;1;2020;France;0;0
8;1;2020;France;0;0
7;1;2020;France;0;0
6;1;2020;France;0;0
5;1;2020;France;0;0
4;1;2020;France;0;0
3;1;2020;France;0;0
2;1;2020;France;0;0
1;1;2020;France;0;0
31;12;2019;France;0;0
9;4;2020;French_Polynesia;4;0
8;4;2020;French_Polynesia;6;0
7;4;2020;French_Polynesia;0;0
6;4;2020;French_Polynesia;1;0
5;4;2020;French_Polynesia;1;0
4;4;2020;French_Polynesia;2;0
3;4;2020;French_Polynesia;0;0
2;4;2020;French_Polynesia;0;0
1;4;2020;French_Polynesia;1;0
31;3;2020;French_Polynesia;1;0
30;3;2020;French_Polynesia;1;0
29;3;2020;French_Polynesia;4;0
28;3;2020;French_Polynesia;0;0
27;3;2020;French_Polynesia;5;0
26;3;2020;French_Polynesia;0;0
25;3;2020;French_Polynesia;2;0
24;3;2020;French_Polynesia;5;0
23;3;2020;French_Polynesia;1;0
22;3;2020;French_Polynesia;2;0
21;3;2020;French_Polynesia;12;0
20;3;2020;French_Polynesia;0;0
19;3;2020;French_Polynesia;3;0
9;4;2020;Gabon;3;0
8;4;2020;Gabon;9;0
7;4;2020;Gabon;0;0
6;4;2020;Gabon;0;0
5;4;2020;Gabon;0;0
4;4;2020;Gabon;3;0
3;4;2020;Gabon;0;0
2;4;2020;Gabon;2;0
1;4;2020;Gabon;9;0
31;3;2020;Gabon;0;0
30;3;2020;Gabon;0;0
29;3;2020;Gabon;0;0
28;3;2020;Gabon;0;0
27;3;2020;Gabon;1;0
26;3;2020;Gabon;0;0
25;3;2020;Gabon;0;0
24;3;2020;Gabon;0;0
23;3;2020;Gabon;3;0
22;3;2020;Gabon;0;0
21;3;2020;Gabon;0;1
20;3;2020;Gabon;0;0
19;3;2020;Gabon;2;0
18;3;2020;Gabon;0;0
17;3;2020;Gabon;0;0
16;3;2020;Gabon;0;0
15;3;2020;Gabon;0;0
13;3;2020;Gabon;1;0
9;4;2020;Gambia;0;0
8;4;2020;Gambia;0;0
7;4;2020;Gambia;0;0
6;4;2020;Gambia;0;0
5;4;2020;Gambia;0;0
4;4;2020;Gambia;0;0
3;4;2020;Gambia;0;0
2;4;2020;Gambia;0;0
1;4;2020;Gambia;0;0
31;3;2020;Gambia;1;0
30;3;2020;Gambia;0;0
29;3;2020;Gambia;0;0
28;3;2020;Gambia;0;0
27;3;2020;Gambia;0;0
26;3;2020;Gambia;0;0
25;3;2020;Gambia;1;0
24;3;2020;Gambia;1;1
23;3;2020;Gambia;0;0
22;3;2020;Gambia;0;0
21;3;2020;Gambia;0;0
20;3;2020;Gambia;0;0
19;3;2020;Gambia;0;0
18;3;2020;Gambia;1;0
9;4;2020;Georgia;15;0
8;4;2020;Georgia;8;1
7;4;2020;Georgia;14;0
6;4;2020;Georgia;17;2
5;4;2020;Georgia;9;0
4;4;2020;Georgia;27;0
3;4;2020;Georgia;6;0
2;4;2020;Georgia;5;0
1;4;2020;Georgia;12;0
31;3;2020;Georgia;8;0
30;3;2020;Georgia;5;0
29;3;2020;Georgia;4;0
28;3;2020;Georgia;2;0
27;3;2020;Georgia;6;0
26;3;2020;Georgia;3;0
25;3;2020;Georgia;9;0
24;3;2020;Georgia;7;0
23;3;2020;Georgia;5;0
22;3;2020;Georgia;6;0
21;3;2020;Georgia;3;0
20;3;2020;Georgia;6;0
19;3;2020;Georgia;0;0
18;3;2020;Georgia;1;0
17;3;2020;Georgia;3;0
16;3;2020;Georgia;0;0
15;3;2020;Georgia;0;0
14;3;2020;Georgia;5;0
13;3;2020;Georgia;1;0
12;3;2020;Georgia;1;0
11;3;2020;Georgia;8;0
10;3;2020;Georgia;2;0
9;3;2020;Georgia;1;0
8;3;2020;Georgia;3;0
6;3;2020;Georgia;6;0
5;3;2020;Georgia;0;0
2;3;2020;Georgia;0;0
1;3;2020;Georgia;1;0
29;2;2020;Georgia;1;0
28;2;2020;Georgia;0;0
27;2;2020;Georgia;1;0
26;2;2020;Georgia;0;0
25;2;2020;Georgia;0;0
24;2;2020;Georgia;0;0
23;2;2020;Georgia;0;0
22;2;2020;Georgia;0;0
21;2;2020;Georgia;0;0
20;2;2020;Georgia;0;0
19;2;2020;Georgia;0;0
18;2;2020;Georgia;0;0
17;2;2020;Georgia;0;0
16;2;2020;Georgia;0;0
15;2;2020;Georgia;0;0
14;2;2020;Georgia;0;0
13;2;2020;Georgia;0;0
12;2;2020;Georgia;0;0
11;2;2020;Georgia;0;0
10;2;2020;Georgia;0;0
9;2;2020;Georgia;0;0
8;2;2020;Georgia;0;0
7;2;2020;Georgia;0;0
6;2;2020;Georgia;0;0
5;2;2020;Georgia;0;0
4;2;2020;Georgia;0;0
3;2;2020;Georgia;0;0
2;2;2020;Georgia;0;0
1;2;2020;Georgia;0;0
31;1;2020;Georgia;0;0
30;1;2020;Georgia;0;0
29;1;2020;Georgia;0;0
28;1;2020;Georgia;0;0
27;1;2020;Georgia;0;0
26;1;2020;Georgia;0;0
25;1;2020;Georgia;0;0
24;1;2020;Georgia;0;0
23;1;2020;Georgia;0;0
22;1;2020;Georgia;0;0
21;1;2020;Georgia;0;0
20;1;2020;Georgia;0;0
19;1;2020;Georgia;0;0
18;1;2020;Georgia;0;0
17;1;2020;Georgia;0;0
16;1;2020;Georgia;0;0
15;1;2020;Georgia;0;0
14;1;2020;Georgia;0;0
13;1;2020;Georgia;0;0
12;1;2020;Georgia;0;0
11;1;2020;Georgia;0;0
10;1;2020;Georgia;0;0
9;1;2020;Georgia;0;0
8;1;2020;Georgia;0;0
7;1;2020;Georgia;0;0
6;1;2020;Georgia;0;0
5;1;2020;Georgia;0;0
4;1;2020;Georgia;0;0
3;1;2020;Georgia;0;0
2;1;2020;Georgia;0;0
1;1;2020;Georgia;0;0
31;12;2019;Georgia;0;0
9;4;2020;Germany;4974;246
8;4;2020;Germany;4003;254
7;4;2020;Germany;3834;173
6;4;2020;Germany;3677;92
5;4;2020;Germany;5936;184
4;4;2020;Germany;6082;141
3;4;2020;Germany;6174;145
2;4;2020;Germany;6156;140
1;4;2020;Germany;5453;149
31;3;2020;Germany;4615;128
30;3;2020;Germany;4751;66
29;3;2020;Germany;3965;64
28;3;2020;Germany;6294;72
27;3;2020;Germany;5780;55
26;3;2020;Germany;4954;49
25;3;2020;Germany;2342;23
24;3;2020;Germany;4438;32
23;3;2020;Germany;3311;27
22;3;2020;Germany;3276;22
21;3;2020;Germany;4049;2
20;3;2020;Germany;5940;30
19;3;2020;Germany;1042;0
18;3;2020;Germany;1144;0
17;3;2020;Germany;1174;1
16;3;2020;Germany;1043;4
15;3;2020;Germany;733;3
14;3;2020;Germany;693;0
13;3;2020;Germany;802;2
12;3;2020;Germany;271;1
11;3;2020;Germany;157;0
10;3;2020;Germany;237;2
9;3;2020;Germany;55;0
8;3;2020;Germany;163;0
7;3;2020;Germany;284;0
6;3;2020;Germany;138;0
5;3;2020;Germany;66;0
4;3;2020;Germany;39;0
3;3;2020;Germany;28;0
2;3;2020;Germany;18;0
1;3;2020;Germany;54;0
29;2;2020;Germany;10;0
28;2;2020;Germany;26;0
27;2;2020;Germany;4;0
26;2;2020;Germany;2;0
25;2;2020;Germany;0;0
24;2;2020;Germany;0;0
23;2;2020;Germany;0;0
22;2;2020;Germany;0;0
21;2;2020;Germany;0;0
20;2;2020;Germany;0;0
19;2;2020;Germany;0;0
18;2;2020;Germany;0;0
17;2;2020;Germany;0;0
16;2;2020;Germany;0;0
15;2;2020;Germany;0;0
14;2;2020;Germany;0;0
13;2;2020;Germany;0;0
12;2;2020;Germany;2;0
11;2;2020;Germany;0;0
10;2;2020;Germany;0;0
9;2;2020;Germany;0;0
8;2;2020;Germany;1;0
7;2;2020;Germany;1;0
6;2;2020;Germany;0;0
5;2;2020;Germany;0;0
4;2;2020;Germany;2;0
3;2;2020;Germany;1;0
2;2;2020;Germany;1;0
1;2;2020;Germany;2;0
31;1;2020;Germany;1;0
30;1;2020;Germany;0;0
29;1;2020;Germany;3;0
28;1;2020;Germany;1;0
27;1;2020;Germany;0;0
26;1;2020;Germany;0;0
25;1;2020;Germany;0;0
24;1;2020;Germany;0;0
23;1;2020;Germany;0;0
22;1;2020;Germany;0;0
21;1;2020;Germany;0;0
20;1;2020;Germany;0;0
19;1;2020;Germany;0;0
18;1;2020;Germany;0;0
17;1;2020;Germany;0;0
16;1;2020;Germany;0;0
15;1;2020;Germany;0;0
14;1;2020;Germany;0;0
13;1;2020;Germany;0;0
12;1;2020;Germany;0;0
11;1;2020;Germany;0;0
10;1;2020;Germany;0;0
9;1;2020;Germany;0;0
8;1;2020;Germany;0;0
7;1;2020;Germany;0;0
6;1;2020;Germany;0;0
5;1;2020;Germany;0;0
4;1;2020;Germany;0;0
3;1;2020;Germany;0;0
2;1;2020;Germany;0;0
1;1;2020;Germany;0;0
31;12;2019;Germany;0;0
9;4;2020;Ghana;26;1
8;4;2020;Ghana;0;0
7;4;2020;Ghana;73;0
6;4;2020;Ghana;0;0
5;4;2020;Ghana;9;0
4;4;2020;Ghana;1;0
3;4;2020;Ghana;9;0
2;4;2020;Ghana;43;0
1;4;2020;Ghana;0;0
31;3;2020;Ghana;0;0
30;3;2020;Ghana;11;0
29;3;2020;Ghana;4;2
28;3;2020;Ghana;5;0
27;3;2020;Ghana;64;0
26;3;2020;Ghana;15;1
25;3;2020;Ghana;26;0
24;3;2020;Ghana;3;1
23;3;2020;Ghana;3;0
22;3;2020;Ghana;5;1
21;3;2020;Ghana;5;0
20;3;2020;Ghana;4;0
19;3;2020;Ghana;1;0
18;3;2020;Ghana;0;0
17;3;2020;Ghana;4;0
16;3;2020;Ghana;0;0
15;3;2020;Ghana;0;0
13;3;2020;Ghana;2;0
9;4;2020;Gibraltar;7;0
8;4;2020;Gibraltar;4;0
7;4;2020;Gibraltar;6;0
6;4;2020;Gibraltar;5;0
5;4;2020;Gibraltar;3;0
4;4;2020;Gibraltar;7;0
3;4;2020;Gibraltar;19;0
2;4;2020;Gibraltar;0;0
1;4;2020;Gibraltar;0;0
31;3;2020;Gibraltar;4;0
30;3;2020;Gibraltar;9;0
29;3;2020;Gibraltar;1;0
28;3;2020;Gibraltar;20;0
27;3;2020;Gibraltar;9;0
26;3;2020;Gibraltar;11;0
25;3;2020;Gibraltar;0;0
24;3;2020;Gibraltar;0;0
23;3;2020;Gibraltar;5;0
22;3;2020;Gibraltar;0;0
21;3;2020;Gibraltar;0;0
20;3;2020;Gibraltar;10;0
9;4;2020;Greece;52;2
8;4;2020;Greece;77;2
7;4;2020;Greece;20;6
6;4;2020;Greece;62;5
5;4;2020;Greece;60;9
4;4;2020;Greece;99;6
3;4;2020;Greece;139;3
2;4;2020;Greece;61;1
1;4;2020;Greece;102;6
31;3;2020;Greece;56;5
30;3;2020;Greece;95;6
29;3;2020;Greece;95;4
28;3;2020;Greece;74;2
27;3;2020;Greece;71;4
26;3;2020;Greece;78;2
25;3;2020;Greece;48;3
24;3;2020;Greece;71;2
23;3;2020;Greece;94;2
22;3;2020;Greece;35;5
21;3;2020;Greece;31;3
20;3;2020;Greece;46;0
19;3;2020;Greece;31;0
18;3;2020;Greece;35;1
17;3;2020;Greece;21;0
16;3;2020;Greece;103;1
15;3;2020;Greece;38;2
14;3;2020;Greece;57;0
13;3;2020;Greece;34;0
12;3;2020;Greece;9;1
11;3;2020;Greece;6;0
10;3;2020;Greece;11;0
9;3;2020;Greece;7;0
8;3;2020;Greece;21;0
7;3;2020;Greece;13;0
6;3;2020;Greece;22;0
5;3;2020;Greece;3;0
2;3;2020;Greece;0;0
1;3;2020;Greece;3;0
29;2;2020;Greece;1;0
28;2;2020;Greece;2;0
27;2;2020;Greece;1;0
26;2;2020;Greece;0;0
25;2;2020;Greece;0;0
24;2;2020;Greece;0;0
23;2;2020;Greece;0;0
22;2;2020;Greece;0;0
21;2;2020;Greece;0;0
20;2;2020;Greece;0;0
19;2;2020;Greece;0;0
18;2;2020;Greece;0;0
17;2;2020;Greece;0;0
16;2;2020;Greece;0;0
15;2;2020;Greece;0;0
14;2;2020;Greece;0;0
13;2;2020;Greece;0;0
12;2;2020;Greece;0;0
11;2;2020;Greece;0;0
10;2;2020;Greece;0;0
9;2;2020;Greece;0;0
8;2;2020;Greece;0;0
7;2;2020;Greece;0;0
6;2;2020;Greece;0;0
5;2;2020;Greece;0;0
4;2;2020;Greece;0;0
3;2;2020;Greece;0;0
2;2;2020;Greece;0;0
1;2;2020;Greece;0;0
31;1;2020;Greece;0;0
30;1;2020;Greece;0;0
29;1;2020;Greece;0;0
28;1;2020;Greece;0;0
27;1;2020;Greece;0;0
26;1;2020;Greece;0;0
25;1;2020;Greece;0;0
24;1;2020;Greece;0;0
23;1;2020;Greece;0;0
22;1;2020;Greece;0;0
21;1;2020;Greece;0;0
20;1;2020;Greece;0;0
19;1;2020;Greece;0;0
18;1;2020;Greece;0;0
17;1;2020;Greece;0;0
16;1;2020;Greece;0;0
15;1;2020;Greece;0;0
14;1;2020;Greece;0;0
13;1;2020;Greece;0;0
12;1;2020;Greece;0;0
11;1;2020;Greece;0;0
10;1;2020;Greece;0;0
9;1;2020;Greece;0;0
8;1;2020;Greece;0;0
7;1;2020;Greece;0;0
6;1;2020;Greece;0;0
5;1;2020;Greece;0;0
4;1;2020;Greece;0;0
3;1;2020;Greece;0;0
2;1;2020;Greece;0;0
1;1;2020;Greece;0;0
31;12;2019;Greece;0;0
9;4;2020;Greenland;0;0
8;4;2020;Greenland;0;0
7;4;2020;Greenland;0;0
6;4;2020;Greenland;1;0
5;4;2020;Greenland;0;0
4;4;2020;Greenland;0;0
3;4;2020;Greenland;0;0
2;4;2020;Greenland;0;0
1;4;2020;Greenland;0;0
31;3;2020;Greenland;0;0
30;3;2020;Greenland;0;0
29;3;2020;Greenland;1;0
28;3;2020;Greenland;3;0
27;3;2020;Greenland;1;0
26;3;2020;Greenland;1;0
25;3;2020;Greenland;0;0
24;3;2020;Greenland;2;0
23;3;2020;Greenland;0;0
22;3;2020;Greenland;0;0
21;3;2020;Greenland;0;0
20;3;2020;Greenland;2;0
9;4;2020;Grenada;0;0
8;4;2020;Grenada;0;0
7;4;2020;Grenada;0;0
6;4;2020;Grenada;0;0
5;4;2020;Grenada;0;0
4;4;2020;Grenada;2;0
3;4;2020;Grenada;0;0
2;4;2020;Grenada;1;0
1;4;2020;Grenada;0;0
31;3;2020;Grenada;0;0
30;3;2020;Grenada;0;0
29;3;2020;Grenada;2;0
28;3;2020;Grenada;0;0
27;3;2020;Grenada;6;0
26;3;2020;Grenada;0;0
25;3;2020;Grenada;0;0
24;3;2020;Grenada;0;0
23;3;2020;Grenada;1;0
9;4;2020;Guam;4;0
8;4;2020;Guam;9;0
7;4;2020;Guam;2;0
6;4;2020;Guam;17;0
5;4;2020;Guam;6;0
4;4;2020;Guam;5;1
3;4;2020;Guam;5;0
2;4;2020;Guam;8;0
1;4;2020;Guam;9;2
31;3;2020;Guam;4;0
30;3;2020;Guam;1;0
29;3;2020;Guam;4;0
28;3;2020;Guam;2;0
27;3;2020;Guam;12;0
26;3;2020;Guam;5;0
25;3;2020;Guam;3;0
24;3;2020;Guam;2;0
23;3;2020;Guam;12;0
22;3;2020;Guam;1;1
21;3;2020;Guam;2;0
20;3;2020;Guam;9;0
19;3;2020;Guam;3;0
9;4;2020;Guatemala;7;0
8;4;2020;Guatemala;6;0
7;4;2020;Guatemala;4;0
6;4;2020;Guatemala;9;1
5;4;2020;Guatemala;11;1
4;4;2020;Guatemala;3;0
3;4;2020;Guatemala;1;0
2;4;2020;Guatemala;8;0
1;4;2020;Guatemala;2;0
31;3;2020;Guatemala;0;0
30;3;2020;Guatemala;2;0
29;3;2020;Guatemala;2;0
28;3;2020;Guatemala;7;0
27;3;2020;Guatemala;1;0
26;3;2020;Guatemala;3;0
25;3;2020;Guatemala;1;0
24;3;2020;Guatemala;1;0
23;3;2020;Guatemala;2;0
22;3;2020;Guatemala;4;0
21;3;2020;Guatemala;4;0
20;3;2020;Guatemala;1;0
19;3;2020;Guatemala;2;0
18;3;2020;Guatemala;0;0
17;3;2020;Guatemala;5;0
16;3;2020;Guatemala;0;1
15;3;2020;Guatemala;1;0
9;4;2020;Guernsey;15;1
8;4;2020;Guernsey;1;0
7;4;2020;Guernsey;11;1
6;4;2020;Guernsey;18;1
5;4;2020;Guernsey;22;0
4;4;2020;Guernsey;23;2
3;4;2020;Guernsey;13;0
2;4;2020;Guernsey;18;0
1;4;2020;Guernsey;15;0
31;3;2020;Guernsey;0;0
30;3;2020;Guernsey;6;0
29;3;2020;Guernsey;3;0
28;3;2020;Guernsey;2;0
27;3;2020;Guernsey;4;0
26;3;2020;Guernsey;7;0
25;3;2020;Guernsey;3;0
24;3;2020;Guernsey;3;0
23;3;2020;Guernsey;16;0
22;3;2020;Guernsey;0;0
21;3;2020;Guernsey;0;0
20;3;2020;Guernsey;1;0
9;4;2020;Guinea;20;0
8;4;2020;Guinea;16;0
7;4;2020;Guinea;7;0
6;4;2020;Guinea;10;0
5;4;2020;Guinea;59;0
4;4;2020;Guinea;0;0
3;4;2020;Guinea;22;0
2;4;2020;Guinea;14;0
1;4;2020;Guinea;0;0
31;3;2020;Guinea;8;0
30;3;2020;Guinea;0;0
29;3;2020;Guinea;3;0
28;3;2020;Guinea;0;0
27;3;2020;Guinea;1;0
26;3;2020;Guinea;0;0
25;3;2020;Guinea;2;0
24;3;2020;Guinea;0;0
23;3;2020;Guinea;0;0
22;3;2020;Guinea;0;0
21;3;2020;Guinea;1;0
20;3;2020;Guinea;0;0
19;3;2020;Guinea;0;0
18;3;2020;Guinea;0;0
17;3;2020;Guinea;0;0
15;3;2020;Guinea;0;0
14;3;2020;Guinea;1;0
9;4;2020;Guinea_Bissau;0;0
8;4;2020;Guinea_Bissau;0;0
7;4;2020;Guinea_Bissau;15;0
6;4;2020;Guinea_Bissau;0;0
5;4;2020;Guinea_Bissau;3;0
4;4;2020;Guinea_Bissau;6;0
3;4;2020;Guinea_Bissau;0;0
2;4;2020;Guinea_Bissau;1;0
1;4;2020;Guinea_Bissau;6;0
31;3;2020;Guinea_Bissau;0;0
30;3;2020;Guinea_Bissau;0;0
29;3;2020;Guinea_Bissau;0;0
28;3;2020;Guinea_Bissau;0;0
27;3;2020;Guinea_Bissau;2;0
9;4;2020;Guyana;4;1
8;4;2020;Guyana;2;0
7;4;2020;Guyana;2;1
6;4;2020;Guyana;5;0
5;4;2020;Guyana;1;0
4;4;2020;Guyana;4;0
3;4;2020;Guyana;0;0
2;4;2020;Guyana;7;2
1;4;2020;Guyana;4;1
31;3;2020;Guyana;0;0
30;3;2020;Guyana;0;0
29;3;2020;Guyana;3;0
28;3;2020;Guyana;0;0
27;3;2020;Guyana;0;0
26;3;2020;Guyana;0;0
25;3;2020;Guyana;0;0
24;3;2020;Guyana;0;0
23;3;2020;Guyana;0;0
22;3;2020;Guyana;0;0
21;3;2020;Guyana;0;0
20;3;2020;Guyana;0;0
19;3;2020;Guyana;1;0
18;3;2020;Guyana;0;0
17;3;2020;Guyana;0;0
16;3;2020;Guyana;3;0
13;3;2020;Guyana;1;1
9;4;2020;Haiti;2;0
8;4;2020;Haiti;1;0
7;4;2020;Haiti;3;1
6;4;2020;Haiti;0;0
5;4;2020;Haiti;3;0
4;4;2020;Haiti;0;0
3;4;2020;Haiti;2;0
2;4;2020;Haiti;1;0
1;4;2020;Haiti;0;0
31;3;2020;Haiti;0;0
30;3;2020;Haiti;7;0
29;3;2020;Haiti;0;0
28;3;2020;Haiti;0;0
27;3;2020;Haiti;0;0
26;3;2020;Haiti;1;0
25;3;2020;Haiti;2;0
24;3;2020;Haiti;3;0
23;3;2020;Haiti;0;0
22;3;2020;Haiti;0;0
21;3;2020;Haiti;0;0
20;3;2020;Haiti;2;0
9;4;2020;Holy_See;1;0
8;4;2020;Holy_See;0;0
7;4;2020;Holy_See;0;0
6;4;2020;Holy_See;0;0
5;4;2020;Holy_See;0;0
4;4;2020;Holy_See;1;0
3;4;2020;Holy_See;0;0
2;4;2020;Holy_See;0;0
1;4;2020;Holy_See;0;0
31;3;2020;Holy_See;0;0
30;3;2020;Holy_See;0;0
29;3;2020;Holy_See;1;0
28;3;2020;Holy_See;0;0
27;3;2020;Holy_See;4;0
26;3;2020;Holy_See;0;0
25;3;2020;Holy_See;0;0
24;3;2020;Holy_See;0;0
23;3;2020;Holy_See;0;0
22;3;2020;Holy_See;0;0
21;3;2020;Holy_See;0;0
20;3;2020;Holy_See;0;0
19;3;2020;Holy_See;0;0
18;3;2020;Holy_See;0;0
17;3;2020;Holy_See;0;0
16;3;2020;Holy_See;0;0
7;3;2020;Holy_See;1;0
9;4;2020;Honduras;31;1
8;4;2020;Honduras;7;0
7;4;2020;Honduras;7;0
6;4;2020;Honduras;30;0
5;4;2020;Honduras;4;7
4;4;2020;Honduras;42;0
3;4;2020;Honduras;3;1
2;4;2020;Honduras;47;4
1;4;2020;Honduras;31;3
31;3;2020;Honduras;2;4
30;3;2020;Honduras;29;1
29;3;2020;Honduras;15;1
28;3;2020;Honduras;28;0
27;3;2020;Honduras;15;1
26;3;2020;Honduras;16;0
25;3;2020;Honduras;6;0
24;3;2020;Honduras;3;0
23;3;2020;Honduras;1;0
22;3;2020;Honduras;2;0
21;3;2020;Honduras;0;0
20;3;2020;Honduras;12;0
19;3;2020;Honduras;3;0
18;3;2020;Honduras;1;0
17;3;2020;Honduras;2;0
16;3;2020;Honduras;3;0
14;3;2020;Honduras;1;0
12;3;2020;Honduras;2;0
9;4;2020;Hungary;85;8
8;4;2020;Hungary;78;11
7;4;2020;Hungary;73;9
6;4;2020;Hungary;11;4
5;4;2020;Hungary;55;2
4;4;2020;Hungary;55;6
3;4;2020;Hungary;38;5
2;4;2020;Hungary;60;1
1;4;2020;Hungary;33;4
31;3;2020;Hungary;45;1
30;3;2020;Hungary;39;2
29;3;2020;Hungary;65;2
28;3;2020;Hungary;43;1
27;3;2020;Hungary;39;0
26;3;2020;Hungary;35;0
25;3;2020;Hungary;39;2
24;3;2020;Hungary;20;1
23;3;2020;Hungary;36;3
22;3;2020;Hungary;28;0
21;3;2020;Hungary;18;3
20;3;2020;Hungary;12;0
19;3;2020;Hungary;23;0
